sid,session_code,mk_session,prolific_id,participant_code,round_nb,player,dyad,manipulation,condition,difficulty,confidence_1,confidence_2,indv_response,correct_response,indv_responded_correctly,rt_individual,indv_stim_order,group_choice,grp_responded_correctly,decision_count,group_rt,both_agree,mean_social_dominance,mean_aggresive_dominance,grp_correct
interactive_psychophysics,ct856ee4,mk:psyphysical_main:1,666db47c26bc80222f8b15ba,aih7jisp,8,4,p1p4,submissive,Non-conflict,Easy,31.0,55,Right,Right,True,2284.5,30:40,Right,,1,3246.0,1,2.125,2.2857142857142856,True
interactive_psychophysics,ct856ee4,mk:psyphysical_main:1,666db47c26bc80222f8b15ba,aih7jisp,9,4,p4p6,dominant,Non-conflict,Easy,29.0,28,Right,Right,True,1792.2,20:27,Right,,1,6780.6,1,2.125,2.2857142857142856,True
interactive_psychophysics,ct856ee4,mk:psyphysical_main:1,666db47c26bc80222f8b15ba,aih7jisp,10,4,p1p4,submissive,Non-conflict,Hard,26.0,38,Left,Left,True,1729.6,23:20,Left,,1,2527.8,1,2.125,2.2857142857142856,True
interactive_psychophysics,ct856ee4,mk:psyphysical_main:1,666db47c26bc80222f8b15ba,aih7jisp,11,4,p3p4,submissive,Non-conflict,Hard,12.0,11,Left,Right,False,1589.4,20:23,Right,,2,839.2,1,2.125,2.2857142857142856,True
interactive_psychophysics,ct856ee4,mk:psyphysical_main:1,666db47c26bc80222f8b15ba,aih7jisp,12,4,p1p4,dominant,Non-conflict,Hard,11.0,16,Left,Left,True,1540.2,34:30,Left,,1,2029.7,1,2.125,2.2857142857142856,True
interactive_psychophysics,ct856ee4,mk:psyphysical_main:1,666db47c26bc80222f8b15ba,aih7jisp,13,4,p4p5,dominant,Conflict,Easy,52.0,30,Right,Right,True,1586.9,30:40,Left,,2,13312.9,1,2.125,2.2857142857142856,
interactive_psychophysics,ct856ee4,mk:psyphysical_main:1,666db47c26bc80222f8b15ba,aih7jisp,14,4,p1p4,submissive,Conflict,Easy,37.0,51,Right,Right,True,2035.9,20:27,Right,,1,7920.5,1,2.125,2.2857142857142856,
interactive_psychophysics,ct856ee4,mk:psyphysical_main:1,666db47c26bc80222f8b15ba,aih7jisp,15,4,p2p4,dominant,Non-conflict,Hard,21.0,16,Left,Left,True,1598.4,34:30,Left,,1,2563.5,1,2.125,2.2857142857142856,True
interactive_psychophysics,ct856ee4,mk:psyphysical_main:1,666db47c26bc80222f8b15ba,aih7jisp,16,4,p3p4,dominant,Non-conflict,Easy,48.0,31,Right,Right,True,2453.4,20:27,Right,,1,443.8,1,2.125,2.2857142857142856,True
interactive_psychophysics,ct856ee4,mk:psyphysical_main:1,666db47c26bc80222f8b15ba,aih7jisp,17,4,p3p4,dominant,Non-conflict,Hard,13.0,18,Left,Left,True,1602.2,34:30,Left,,1,2942.4,1,2.125,2.2857142857142856,True
interactive_psychophysics,ct856ee4,mk:psyphysical_main:1,666db47c26bc80222f8b15ba,aih7jisp,18,4,p2p4,submissive,Conflict,Easy,17.0,20,Right,Right,True,2583.3,20:27,Left,,2,9647.3,1,2.125,2.2857142857142856,
interactive_psychophysics,ct856ee4,mk:psyphysical_main:1,666db47c26bc80222f8b15ba,aih7jisp,19,4,p1p4,dominant,Conflict,Easy,26.0,8,Left,Left,True,2677.2,27:20,Right,,2,10322.1,1,2.125,2.2857142857142856,
interactive_psychophysics,ct856ee4,mk:psyphysical_main:1,666db47c26bc80222f8b15ba,aih7jisp,20,4,p4p6,submissive,Conflict,Easy,7.0,7,Left,Left,True,2157.4,40:30,Right,,2,7201.9,1,2.125,2.2857142857142856,
interactive_psychophysics,ct856ee4,mk:psyphysical_main:1,666db47c26bc80222f8b15ba,aih7jisp,21,4,p4p6,dominant,Conflict,Easy,14.0,19,Left,Left,True,2093.4,40:30,Left,,1,10076.2,1,2.125,2.2857142857142856,
interactive_psychophysics,ct856ee4,mk:psyphysical_main:1,666db47c26bc80222f8b15ba,aih7jisp,22,4,p3p4,dominant,Conflict,Easy,26.0,22,Right,Right,True,1865.2,20:27,Left,,2,2641.6,1,2.125,2.2857142857142856,
interactive_psychophysics,ct856ee4,mk:psyphysical_main:1,666db47c26bc80222f8b15ba,aih7jisp,23,4,p4p5,dominant,Non-conflict,Easy,50.0,43,Right,Right,True,2688.7,30:40,Right,,1,2211.9,1,2.125,2.2857142857142856,True
interactive_psychophysics,ct856ee4,mk:psyphysical_main:1,666db47c26bc80222f8b15ba,aih7jisp,24,4,p4p5,submissive,Conflict,Easy,18.0,18,Right,Right,True,2249.4,20:27,Left,,2,6217.0,1,2.125,2.2857142857142856,
interactive_psychophysics,ct856ee4,mk:psyphysical_main:1,666db47c26bc80222f8b15ba,aih7jisp,25,4,p4p5,submissive,Non-conflict,Hard,16.0,19,Right,Right,True,1697.6,30:34,Right,,1,8557.3,1,2.125,2.2857142857142856,True
interactive_psychophysics,ct856ee4,mk:psyphysical_main:1,666db47c26bc80222f8b15ba,aih7jisp,26,4,p2p4,submissive,Non-conflict,Hard,14.0,11,Left,Left,True,1659.2,34:30,Left,,1,2226.8,1,2.125,2.2857142857142856,True
interactive_psychophysics,ct856ee4,mk:psyphysical_main:1,666db47c26bc80222f8b15ba,aih7jisp,27,4,p4p5,submissive,Non-conflict,Easy,11.0,12.0,Left,Left,True,1533.8,40:30,Left,,1,10118.9,1,2.125,2.2857142857142856,True
interactive_psychophysics,ct856ee4,mk:psyphysical_main:1,666db47c26bc80222f8b15ba,aih7jisp,28,4,p3p4,submissive,Non-conflict,Easy,17.0,11,Left,Left,True,2320.0,40:30,Left,,1,629.9,1,2.125,2.2857142857142856,True
interactive_psychophysics,ct856ee4,mk:psyphysical_main:1,666db47c26bc80222f8b15ba,aih7jisp,29,4,p4p5,dominant,Non-conflict,Hard,4.0,2,Left,Left,True,2075.1,23:20,Left,,1,8750.2,1,2.125,2.2857142857142856,True
interactive_psychophysics,ct856ee4,mk:psyphysical_main:1,666db47c26bc80222f8b15ba,aih7jisp,30,4,p2p4,dominant,Conflict,Easy,6.0,7,Left,Left,True,1464.9,27:20,Left,,1,2323.3,1,2.125,2.2857142857142856,
interactive_psychophysics,ct856ee4,mk:psyphysical_main:1,123123,upmsjgar,1,5,p2p5,submissive,Non-conflict,Easy,84.0,89,Right,Right,True,6056.1,30:40,Right,,1,21772.1,1,2.0,2.5714285714285716,True
interactive_psychophysics,ct856ee4,mk:psyphysical_main:1,123123,upmsjgar,2,5,p1p5,submissive,Non-conflict,Easy,,,,Left,,15584.3,40:30,undecided,,0,13164.7,0,2.0,2.5714285714285716,
interactive_psychophysics,ct856ee4,mk:psyphysical_main:1,123123,upmsjgar,3,5,p1p5,dominant,Non-conflict,Easy,14.0,84,,,,18090.1,,Right,,1,21067.0,1,2.0,2.5714285714285716,
interactive_psychophysics,ct856ee4,mk:psyphysical_main:1,123123,upmsjgar,4,5,p3p5,submissive,Non-conflict,Easy,73.0,32,Right,Right,True,2517.7,30:40,Right,,1,4672.9,1,2.0,2.5714285714285716,True
interactive_psychophysics,ct856ee4,mk:psyphysical_main:1,123123,upmsjgar,5,5,p5p6,dominant,Conflict,Easy,74.0,,Left,Left,True,2324.8,40:30,Left,,1,7230.2,1,2.0,2.5714285714285716,
interactive_psychophysics,ct856ee4,mk:psyphysical_main:1,123123,upmsjgar,6,5,p2p5,dominant,Non-conflict,Hard,41.0,62,Right,Left,False,2256.6,23:20,Right,,1,7330.9,1,2.0,2.5714285714285716,False
interactive_psychophysics,ct856ee4,mk:psyphysical_main:1,123123,upmsjgar,7,5,p2p5,submissive,Non-conflict,Hard,58.0,67,Left,Left,True,2470.0,23:20,Left,,1,15603.9,1,2.0,2.5714285714285716,True
interactive_psychophysics,ct856ee4,mk:psyphysical_main:1,123123,upmsjgar,8,5,p3p5,dominant,Non-conflict,Easy,63.0,58,Left,Left,True,2446.6,27:20,Left,,1,1723.4,1,2.0,2.5714285714285716,True
interactive_psychophysics,ct856ee4,mk:psyphysical_main:1,123123,upmsjgar,9,5,p2p5,dominant,Non-conflict,Easy,31.0,65,Left,Left,True,10072.4,27:20,Left,,1,12303.1,1,2.0,2.5714285714285716,True
interactive_psychophysics,ct856ee4,mk:psyphysical_main:1,123123,upmsjgar,10,5,p3p5,dominant,Non-conflict,Hard,42.0,67,Right,Left,False,6038.7,23:20,Left,,1,3484.7,1,2.0,2.5714285714285716,True
interactive_psychophysics,ct856ee4,mk:psyphysical_main:1,123123,upmsjgar,11,5,p5p6,dominant,Non-conflict,Hard,56.0,74,Right,Right,True,1920.8,30:34,Right,,1,3953.3,1,2.0,2.5714285714285716,True
interactive_psychophysics,ct856ee4,mk:psyphysical_main:1,123123,upmsjgar,12,5,p3p5,submissive,Non-conflict,Hard,40.0,75,,Right,,10078.4,20:23,Right,,1,1163.4,1,2.0,2.5714285714285716,True
interactive_psychophysics,ct856ee4,mk:psyphysical_main:1,123123,upmsjgar,13,5,p4p5,submissive,Conflict,Easy,55.0,55,Left,Left,True,4988.8,40:30,Left,,1,13312.9,1,2.0,2.5714285714285716,
interactive_psychophysics,ct856ee4,mk:psyphysical_main:1,123123,upmsjgar,14,5,p3p5,dominant,Conflict,Easy,57.0,59,Left,Left,True,2071.4,27:20,Right,,1,3627.4,1,2.0,2.5714285714285716,
interactive_psychophysics,ct856ee4,mk:psyphysical_main:1,123123,upmsjgar,15,5,p1p5,submissive,Non-conflict,Hard,60.0,71,Right,Right,True,2314.7,30:34,Right,,1,3659.3,1,2.0,2.5714285714285716,True
interactive_psychophysics,ct856ee4,mk:psyphysical_main:1,123123,upmsjgar,16,5,p5p6,submissive,Non-conflict,Easy,65.0,59,Right,Right,True,2388.3,20:27,Right,,1,1938.5,1,2.0,2.5714285714285716,True
interactive_psychophysics,ct856ee4,mk:psyphysical_main:1,123123,upmsjgar,17,5,p5p6,submissive,Non-conflict,Hard,57.0,61,Right,Right,True,2265.5,20:23,Right,,1,7294.2,1,2.0,2.5714285714285716,True
interactive_psychophysics,ct856ee4,mk:psyphysical_main:1,123123,upmsjgar,18,5,p1p5,dominant,Conflict,Easy,70.0,64,Left,Left,True,1990.8,27:20,Right,,1,8019.7,1,2.0,2.5714285714285716,
interactive_psychophysics,ct856ee4,mk:psyphysical_main:1,123123,upmsjgar,19,5,p3p5,submissive,Conflict,Easy,73.0,66,Left,Left,True,2574.6,40:30,Left,,1,3026.0,1,2.0,2.5714285714285716,
interactive_psychophysics,ct856ee4,mk:psyphysical_main:1,123123,upmsjgar,20,5,p2p5,submissive,Conflict,Easy,66.0,78,Right,Right,True,1794.2,30:40,Right,,1,9225.7,1,2.0,2.5714285714285716,
interactive_psychophysics,ct856ee4,mk:psyphysical_main:1,123123,upmsjgar,21,5,p2p5,dominant,Conflict,Easy,65.0,69,Left,Left,True,2646.9,40:30,Right,,3,21858.0,1,2.0,2.5714285714285716,
interactive_psychophysics,ct856ee4,mk:psyphysical_main:1,123123,upmsjgar,22,5,p5p6,submissive,Conflict,Easy,82.0,68,Right,Right,True,2502.7,20:27,Right,,1,7108.9,1,2.0,2.5714285714285716,
interactive_psychophysics,ct856ee4,mk:psyphysical_main:1,123123,upmsjgar,23,5,p4p5,submissive,Non-conflict,Easy,84.0,90,Right,Right,True,1720.8,30:40,Right,,1,2211.9,1,2.0,2.5714285714285716,True
interactive_psychophysics,ct856ee4,mk:psyphysical_main:1,123123,upmsjgar,24,5,p4p5,dominant,Conflict,Easy,70.0,68,Left,Left,True,2055.8,27:20,Left,,1,6217.0,1,2.0,2.5714285714285716,
interactive_psychophysics,ct856ee4,mk:psyphysical_main:1,123123,upmsjgar,25,5,p4p5,dominant,Non-conflict,Hard,64.0,55,Right,Right,True,3730.7,30:34,Right,,1,8557.3,1,2.0,2.5714285714285716,True
interactive_psychophysics,ct856ee4,mk:psyphysical_main:1,123123,upmsjgar,26,5,p1p5,dominant,Non-conflict,Hard,84.0,97,Left,Left,True,1517.6,23:20,Left,,1,3060.0,1,2.0,2.5714285714285716,True
interactive_psychophysics,ct856ee4,mk:psyphysical_main:1,123123,upmsjgar,27,5,p4p5,dominant,Non-conflict,Easy,83.0,,Left,Left,True,2657.6,40:30,Left,,1,10118.9,1,2.0,2.5714285714285716,True
interactive_psychophysics,ct856ee4,mk:psyphysical_main:1,123123,upmsjgar,28,5,p5p6,dominant,Non-conflict,Easy,76.0,63,Right,Right,True,3046.3,30:40,Right,,1,7692.3,1,2.0,2.5714285714285716,True
interactive_psychophysics,ct856ee4,mk:psyphysical_main:1,123123,upmsjgar,29,5,p4p5,submissive,Non-conflict,Hard,55.0,59,Left,Left,True,3197.6,23:20,Left,,1,8750.2,1,2.0,2.5714285714285716,True
interactive_psychophysics,ct856ee4,mk:psyphysical_main:1,123123,upmsjgar,30,5,p1p5,submissive,Conflict,Easy,65.0,66,Right,Right,True,3823.4,20:27,Left,,1,15178.6,1,2.0,2.5714285714285716,
interactive_psychophysics,ct856ee4,mk:psyphysical_main:1,66320c3fd918f178605a74f8,l7n0aaii,1,6,p4p6,dominant,Non-conflict,Easy,85.0,96,Left,Left,True,5896.0,40:30,Left,,1,3285.7,1,5.75,1.7142857142857142,True
interactive_psychophysics,ct856ee4,mk:psyphysical_main:1,66320c3fd918f178605a74f8,l7n0aaii,2,6,p3p6,submissive,Non-conflict,Easy,32.0,57.0,Right,Right,True,2509.5,30:40,Right,,1,1114.4,1,5.75,1.7142857142857142,True
interactive_psychophysics,ct856ee4,mk:psyphysical_main:1,66320c3fd918f178605a74f8,l7n0aaii,3,6,p3p6,dominant,Non-conflict,Easy,34.0,5,Right,Right,True,2202.9,20:27,Left,,1,834.3,1,5.75,1.7142857142857142,False
interactive_psychophysics,ct856ee4,mk:psyphysical_main:1,66320c3fd918f178605a74f8,l7n0aaii,4,6,p2p6,submissive,Non-conflict,Easy,70.0,91,Right,Right,True,6168.7,30:40,Right,,1,1292.7,1,5.75,1.7142857142857142,True
interactive_psychophysics,ct856ee4,mk:psyphysical_main:1,66320c3fd918f178605a74f8,l7n0aaii,5,6,p5p6,submissive,Conflict,Easy,98.0,78.0,Right,Right,True,1450.6,30:40,Left,,1,7230.2,1,5.75,1.7142857142857142,
interactive_psychophysics,ct856ee4,mk:psyphysical_main:1,66320c3fd918f178605a74f8,l7n0aaii,6,6,p4p6,submissive,Non-conflict,Hard,86.0,61,Right,Right,True,1562.1,30:34,Right,,1,7569.0,1,5.75,1.7142857142857142,True
interactive_psychophysics,ct856ee4,mk:psyphysical_main:1,66320c3fd918f178605a74f8,l7n0aaii,7,6,p4p6,dominant,Non-conflict,Hard,44.0,94,Left,Left,True,2111.6,34:30,Left,,1,3886.9,1,5.75,1.7142857142857142,True
interactive_psychophysics,ct856ee4,mk:psyphysical_main:1,66320c3fd918f178605a74f8,l7n0aaii,8,6,p2p6,dominant,Non-conflict,Easy,89.0,92,Left,Left,True,1371.8,27:20,Left,,1,4594.7,1,5.75,1.7142857142857142,True
interactive_psychophysics,ct856ee4,mk:psyphysical_main:1,66320c3fd918f178605a74f8,l7n0aaii,9,6,p4p6,submissive,Non-conflict,Easy,69.0,81,Right,Right,True,1189.8,20:27,Right,,1,6780.6,1,5.75,1.7142857142857142,True
interactive_psychophysics,ct856ee4,mk:psyphysical_main:1,66320c3fd918f178605a74f8,l7n0aaii,10,6,p2p6,dominant,Non-conflict,Hard,30.0,76,Right,Right,True,2294.3,30:34,Right,,1,7439.0,1,5.75,1.7142857142857142,True
interactive_psychophysics,ct856ee4,mk:psyphysical_main:1,66320c3fd918f178605a74f8,l7n0aaii,11,6,p5p6,submissive,Non-conflict,Hard,25.0,70,Left,Right,False,1584.9,30:34,Right,,1,3953.3,1,5.75,1.7142857142857142,True
interactive_psychophysics,ct856ee4,mk:psyphysical_main:1,66320c3fd918f178605a74f8,l7n0aaii,12,6,p2p6,submissive,Non-conflict,Hard,72.0,73,Right,Right,True,1160.4,20:23,Right,,1,7585.9,1,5.75,1.7142857142857142,True
interactive_psychophysics,ct856ee4,mk:psyphysical_main:1,66320c3fd918f178605a74f8,l7n0aaii,13,6,p1p6,submissive,Conflict,Easy,34.0,61,Left,Left,True,2762.5,40:30,Right,,1,9366.9,1,5.75,1.7142857142857142,
interactive_psychophysics,ct856ee4,mk:psyphysical_main:1,66320c3fd918f178605a74f8,l7n0aaii,14,6,p2p6,dominant,Conflict,Easy,89.0,71,Right,Right,True,1048.2,30:40,Left,,1,322.6,1,5.75,1.7142857142857142,
interactive_psychophysics,ct856ee4,mk:psyphysical_main:1,66320c3fd918f178605a74f8,l7n0aaii,15,6,p3p6,submissive,Non-conflict,Hard,66.0,82,Left,Left,True,1889.1,34:30,Left,,1,1685.2,0,5.75,1.7142857142857142,True
interactive_psychophysics,ct856ee4,mk:psyphysical_main:1,66320c3fd918f178605a74f8,l7n0aaii,16,6,p5p6,dominant,Non-conflict,Easy,62.0,77,Right,Right,True,1939.7,20:27,Right,,1,1938.5,1,5.75,1.7142857142857142,True
interactive_psychophysics,ct856ee4,mk:psyphysical_main:1,66320c3fd918f178605a74f8,l7n0aaii,17,6,p5p6,dominant,Non-conflict,Hard,19.0,66,Right,Right,True,2872.9,20:23,Right,,1,7294.2,1,5.75,1.7142857142857142,True
interactive_psychophysics,ct856ee4,mk:psyphysical_main:1,66320c3fd918f178605a74f8,l7n0aaii,18,6,p3p6,dominant,Conflict,Easy,70.0,75,Left,Left,True,1195.7,40:30,Right,,1,1261.7,1,5.75,1.7142857142857142,
interactive_psychophysics,ct856ee4,mk:psyphysical_main:1,66320c3fd918f178605a74f8,l7n0aaii,19,6,p2p6,submissive,Conflict,Easy,88.0,81,Left,Left,True,1319.0,40:30,Left,,1,3020.8,1,5.75,1.7142857142857142,
interactive_psychophysics,ct856ee4,mk:psyphysical_main:1,66320c3fd918f178605a74f8,l7n0aaii,20,6,p4p6,dominant,Conflict,Easy,84.0,80,Right,Right,True,1228.9,30:40,Right,,1,7201.9,1,5.75,1.7142857142857142,
interactive_psychophysics,ct856ee4,mk:psyphysical_main:1,66320c3fd918f178605a74f8,l7n0aaii,21,6,p4p6,submissive,Conflict,Easy,85.0,89,Right,Right,True,1068.4,30:40,Left,,1,10076.2,1,5.75,1.7142857142857142,
interactive_psychophysics,ct856ee4,mk:psyphysical_main:1,66320c3fd918f178605a74f8,l7n0aaii,22,6,p5p6,dominant,Conflict,Easy,79.0,65,Left,Left,True,2745.5,27:20,Right,,1,7108.9,1,5.75,1.7142857142857142,
interactive_psychophysics,ct856ee4,mk:psyphysical_main:1,66320c3fd918f178605a74f8,l7n0aaii,23,6,p1p6,submissive,Non-conflict,Easy,33.0,71,Left,Left,True,1521.9,40:30,Left,,1,1861.8,1,5.75,1.7142857142857142,True
interactive_psychophysics,ct856ee4,mk:psyphysical_main:1,66320c3fd918f178605a74f8,l7n0aaii,24,6,p1p6,dominant,Conflict,Easy,33.0,72,Left,Left,True,1265.1,40:30,Right,,1,8501.9,1,5.75,1.7142857142857142,
interactive_psychophysics,ct856ee4,mk:psyphysical_main:1,66320c3fd918f178605a74f8,l7n0aaii,25,6,p1p6,dominant,Non-conflict,Hard,87.0,78,Right,Right,True,1192.9,30:34,Right,,1,4756.1,1,5.75,1.7142857142857142,True
interactive_psychophysics,ct856ee4,mk:psyphysical_main:1,66320c3fd918f178605a74f8,l7n0aaii,26,6,p3p6,dominant,Non-conflict,Hard,30.0,73,Right,Right,True,3856.3,20:23,Right,,1,4941.1,1,5.75,1.7142857142857142,True
interactive_psychophysics,ct856ee4,mk:psyphysical_main:1,66320c3fd918f178605a74f8,l7n0aaii,27,6,p1p6,dominant,Non-conflict,Easy,56.0,72.0,Left,Left,True,3044.6,27:20,Left,,1,6464.7,1,5.75,1.7142857142857142,True
interactive_psychophysics,ct856ee4,mk:psyphysical_main:1,66320c3fd918f178605a74f8,l7n0aaii,28,6,p5p6,submissive,Non-conflict,Easy,71.0,74,Right,Right,True,1467.2,30:40,Right,,1,7692.3,1,5.75,1.7142857142857142,True
interactive_psychophysics,ct856ee4,mk:psyphysical_main:1,66320c3fd918f178605a74f8,l7n0aaii,29,6,p1p6,submissive,Non-conflict,Hard,29.0,60,Right,Right,True,1121.2,30:34,Right,,1,8103.6,1,5.75,1.7142857142857142,True
interactive_psychophysics,ct856ee4,mk:psyphysical_main:1,66320c3fd918f178605a74f8,l7n0aaii,30,6,p3p6,submissive,Conflict,Easy,55.0,76,Right,Right,True,1468.5,30:40,Right,,1,2039.8,1,5.75,1.7142857142857142,
